gene,hazard_ratio,p_value,fdr,mean_expression,sd_expression
SRSF4,0.818068285,0.157924695,0.373684017,582482.2238,178578.0799
MECR,1.027114294,0.849930672,0.924723529,121026.4194,51328.93034
KCNC4,1.204751899,0.192125904,0.4140863,14613.49493,13258.29874
EDEM3,1.051605597,0.721484474,0.849520386,297378.1661,189608.6072
WDR77,0.891498659,0.418376045,0.635315664,221939.5912,93989.18053
ATP5PB,1.011347624,0.936289935,0.969260375,876869.0033,269046.8903
RAP1A,1.034998263,0.808528219,0.90011029,289824.9649,86716.68505
HDAC1,0.703417323,0.013628637,0.109527933,711584.4469,280571.2853
CAPZA1,0.685372419,0.007936979,0.08453757,989027.0965,338802.8471
S100PBP,0.973961056,0.85176862,0.925900244,76950.55966,27221.58104
RNF19B,0.831828235,0.19587991,0.418955298,340096.4987,166538.1887
SCAMP3,0.843642477,0.234320042,0.462995435,993013.8693,474293.8741
TRIM62,0.777205594,0.079397485,0.264490547,94764.61197,46968.85143
ASH1L,1.196740652,0.207152524,0.432217271,257506.5411,154338.8868
SFPQ,0.577836685,0.0001899,0.020531065,960510.6238,240044.2445
GON4L,0.804851654,0.128317182,0.33511048,124218.0145,47845.63467
ARHGEF2,0.785130745,0.090759147,0.280823806,299588.6312,159339.053
LAMTOR2,0.738428037,0.034675742,0.172935249,973481.1701,670024.9233
MEF2D,0.899441643,0.454585693,0.66576145,353054.1777,136342.4584
SRM,0.756402218,0.050935902,0.207118776,799467.0539,591000.7694
FBXO2,0.978375837,0.87725255,0.938671099,183480.0532,293480.9493
C1orf21,0.998329101,0.990550393,0.995160285,276431.9981,197546.7045
DNAJC6,1.373320195,0.026940529,0.152473807,20208.53629,26832.91452
LEPR,1.256428581,0.112029636,0.311531154,38949.416,65497.51128
IVNS1ABP,1.36626884,0.029679652,0.159859807,369336.2685,180779.9862
MFN2,1.071666748,0.624592232,0.787098268,572472.7287,221669.7476
PRG4,1.289450604,0.07650261,0.258877716,55464.4473,325179.8223
MIIP,0.607694746,0.000646018,0.030652548,177163.3543,136226.7197
SMG7,0.830279763,0.189805242,0.411826728,393938.9029,133339.8069
NCF2,0.848869438,0.251964965,0.479136011,136328.6667,113001.5543
PDC,0.883598862,0.381038153,0.604193367,1717.852383,8085.015283
SLC35D1,1.093118234,0.528864342,0.722749381,125486.3517,59446.02607
PLA2G4A,0.941818169,0.672138108,0.819847494,64532.68656,185173.8928
GADD45A,0.915074307,0.529835928,0.723081282,275433.2456,207262.7194
WLS,0.824380651,0.172021196,0.392124793,300739.778,284832.2249
PRDM2,1.498539776,0.00534177,0.071041421,134831.051,52893.97757
RGS2,0.949910714,0.717865252,0.847169322,485388.9228,886567.2872
RPE65,1.337034409,0.044047371,0.194551941,1067.181016,3607.594943
RO60,1.156367061,0.306610919,0.536103471,157823.6302,89916.35892
AMPD1,1.022698369,0.874328467,0.937143935,14187.61423,267221.5079
UCHL5,1.010365508,0.942102657,0.972677344,165604.1558,72947.95655
BCAS2,1.186646521,0.226618385,0.455762712,685430.911,554206.4879
SRSF11,0.932968484,0.62350484,0.786554316,405375.5999,135479.2105
CTH,1.020237438,0.887444883,0.943770269,38239.3911,35329.16981
AGMAT,0.681219016,0.007585231,0.083361688,23557.09835,21728.03844
OLFML3,1.142003719,0.347988545,0.5722026,683386.8179,913714.624
TNNI3K,1.089433102,0.546494863,0.73439044,1306.855319,8895.057498
CFHR3,1.181139774,0.240632651,0.469171747,1636.176902,3269.052737
PLEKHM2,1.060944927,0.675913307,0.822292036,380774.2339,134024.6188
CRYZ,1.016439065,0.909536337,0.954211992,212442.8354,114131.9007
PHTF1,0.753135862,0.047014784,0.199234422,55911.48406,46446.16462
ZBTB17,0.711038444,0.018333176,0.126015865,128066.2204,56083.52415
CD58,1.040494687,0.779375655,0.882693676,142414.4872,134926.7551
CD2,0.558422922,6.37414938598911e-05,0.013586734,227416.4489,295905.5087
TTF2,0.994874862,0.970950866,0.985821474,58773.3209,32794.44795
NR5A2,1.022625273,0.875412846,0.937947877,15174.02051,25583.69011
KIF21B,0.880219671,0.367598836,0.591888963,18225.65593,19130.97939
MAP7D1,0.996765888,0.981851939,0.990915239,445873.1631,217153.984
WARS2,1.072482844,0.621610802,0.785074318,126061.9887,90371.38128
HAO2,1.157625054,0.304247156,0.534056028,14849.45359,259972.8209
MRPS15,0.65971765,0.004081551,0.063317081,493065.067,286454.7561
GNPAT,0.676840771,0.007367946,0.082244777,563613.0927,198410.7577
TSNAX,0.926488269,0.589350385,0.764448156,200592.3654,77164.51684
C1orf109,0.973396642,0.848642535,0.924395481,100865.9356,36998.76918
RRAGC,1.182316019,0.239616593,0.46856567,136183.2755,55005.20688
NID1,1.363522698,0.029286856,0.158742847,539843.6414,379937.9877
LGALS8,0.907423214,0.492254425,0.694869657,284012.6241,161333.9175
HPCAL4,1.048151362,0.739755331,0.859646467,1605.739558,9079.28373
MTR,1.276022337,0.088604564,0.278146086,141168.9247,60982.20618
BMP8B,1.076880277,0.600936847,0.77154453,38517.48824,48450.11325
MYCL,0.676346085,0.006016973,0.074299474,48676.5297,63661.88891
RLF,1.202800839,0.197021757,0.420069845,120897.4402,53884.51637
KMO,1.058435446,0.687931658,0.829204256,36164.23636,57350.5427
KCNQ4,1.289613541,0.078376812,0.26242647,18479.03949,34750.22509
RIMS3,1.304570721,0.065049812,0.23640435,25826.9589,27700.64985
AKT3,1.160258091,0.296553084,0.526265442,106198.9146,111807.0203
ETV3,1.294642055,0.072804987,0.252105981,218249.824,104404.4525
ACADM,0.958006356,0.761385948,0.871545756,259565.2257,154654.2345
ST6GALNAC5,1.094607571,0.522852091,0.718313224,80088.63878,129756.7904
SLAMF1,0.806392908,0.129839031,0.337553557,18636.98407,26930.38667
CD48,0.594488181,0.000358313,0.025480277,116525.3661,148280.8414
ADGRL2,1.041644183,0.773996799,0.878577212,126366.9865,163220.1055
PADI2,0.972476431,0.84523094,0.922726341,393662.1889,673529.7223
SDHB,0.98398411,0.909046526,0.954029295,595344.5584,217060.9197
MFAP2,0.873485942,0.342439655,0.568126315,338181.9693,331255.4041
RPF1,0.677805318,0.007317688,0.082050958,463046.2143,160702.7849
KDM5B,0.874637584,0.345861943,0.570797187,348778.0432,175219.1839
UAP1,0.780022801,0.080946486,0.267001927,828918.6114,428424.2078
ACTL8,1.006782807,0.961957467,0.982079023,64169.36195,352418.5003
CTBS,1.064529902,0.658558382,0.809652423,95057.93414,43370.3098
RGS4,0.8991378,0.452103104,0.663849682,61721.62838,106918.7533
KLHL12,0.745516144,0.041106005,0.188402385,434461.814,195024.6935
SSX2IP,0.738575897,0.034589568,0.17291547,87016.72019,47432.58025
ZNHIT6,0.944060403,0.683543452,0.826583654,121115.085,81396.10241
PLA2G2D,0.671990068,0.005590408,0.072221632,48003.35916,136935.8661
RBBP5,0.809978755,0.14084777,0.351756121,247986.5529,94298.75168
GBP1,0.989633828,0.94136966,0.9720866,374931.5341,487418.7647
KIF17,0.932562527,0.621470647,0.785074318,8612.574076,6568.042473
GPR89A,0.791235411,0.100755339,0.295638663,28713.22455,14450.37674
CDK18,0.812004799,0.143161899,0.354775261,73710.88872,67185.70985
RAB29,1.293246591,0.071226198,0.248931339,206436.1108,127716.734
CD160,0.947557205,0.70523154,0.840369058,4900.763142,7965.37664
ECE1,1.07591348,0.60525627,0.774915242,886103.3709,471077.1125
HMGCL,0.817466816,0.157341553,0.372997047,171352.2006,75315.9448
GALE,0.943305145,0.680841797,0.824636457,221755.2093,167339.3767
ID3,1.552327299,0.002130395,0.048410434,478072.2099,400207.625
CR2,0.982027523,0.89808379,0.948769627,23356.16462,138788.5905
CD46,1.046783081,0.746107306,0.863035716,1004350.478,499117.595
PRPF3,0.829919859,0.192477666,0.414696579,286909.836,142608.4501
APH1A,0.681627253,0.007780796,0.083909043,1983076.044,834749.2405
P3H1,0.786543909,0.092970703,0.283747241,161442.4768,187759.1061
SLC2A1,0.857877009,0.282591079,0.513427146,551772.912,616182.9334
EBNA1BP2,0.769878642,0.069434764,0.24544188,428835.1578,196628.5531
CDC20,0.785282968,0.092124827,0.282549226,437869.0411,507983.1435
MPL,1.39257969,0.021211997,0.134877958,2768.968224,2480.555741
ARTN,0.861941098,0.296816644,0.526286108,40032.87343,62057.95952
IPO13,1.007434053,0.958398201,0.980192479,219232.4633,81852.46516
ATP6V0B,0.684431595,0.009130294,0.090324163,918905.4256,522630.4075
B4GALT2,0.827962698,0.188129371,0.409898556,387955.9378,210551.111
ERI3,0.816256342,0.156366968,0.37177953,485232.5388,215416.2059
PTCH2,1.07836958,0.595261346,0.76791318,16249.54698,17513.37897
AKR1A1,0.739173604,0.036561338,0.178006452,899006.6555,418141.0502
PRDX1,0.955477833,0.748332542,0.864296561,5447256.328,2961022.16
PIK3R3,0.739948917,0.035383261,0.174736554,382036.78,237529.7333
TSPAN1,0.650972838,0.003107291,0.056685058,933212.5503,1586862.631
BLZF1,0.933308449,0.62592643,0.787823945,236546.8717,95621.195
CCDC181,1.298927167,0.066046895,0.238768217,4753.394465,7290.69753
SLC19A2,0.613270666,0.00078676,0.033133329,387393.8031,336867.2792
FAAH,0.754904176,0.050922072,0.207118776,293465.9407,207789.8907
TMED5,1.438723455,0.011889565,0.102638951,178954.5708,80413.78153
MROH9,1.189741774,0.221178807,0.449609988,747.1908589,4570.283087
DR1,0.908016217,0.495042298,0.696986368,156970.2957,54174.27516
CNN3,1.273394567,0.093252383,0.284319814,1701409.893,924370.9829
PRRC2C,0.91899853,0.549716893,0.736673042,484626.4219,234675.284
F3,1.182052313,0.242661181,0.470796184,249984.3056,346688.2432
ABCD3,0.767920596,0.064754477,0.235989479,344455.9534,217147.6378
VAMP4,1.36747042,0.028751643,0.157775128,118708.528,46932.7668
DPH5,0.869176363,0.321169487,0.549634474,173125.7617,59947.86344
FASLG,0.733192352,0.030040305,0.160601499,15127.49492,22611.50923
PTBP2,1.05361309,0.714617631,0.845453034,32268.60318,20330.47735
TNFSF4,0.951757633,0.72679182,0.852696652,44744.31086,39237.89523
PRDX6,1.485657383,0.006467583,0.077107116,2448048.089,1274574.577
DARS2,0.908239673,0.497163984,0.698103949,278082.7478,157423.3217
HSD11B1,1.034693691,0.812616563,0.902335044,71533.11498,317602.1849
IRF6,0.988735016,0.936264272,0.969260375,832658.8805,547427.0568
UTP25,1.024721491,0.862819502,0.930807153,98250.86767,44619.50685
PLPPR4,1.602483154,0.001215396,0.039379422,14280.17082,20585.96955
SERPINC1,0.796612421,0.111111594,0.310527269,6047.329639,87292.33554
RCAN3,0.832165014,0.194656986,0.417383524,125688.4683,65449.30563
SYF2,0.947109642,0.700532724,0.837245685,369798.8177,106895.212
RSRP1,1.016952956,0.905427282,0.952380616,131570.5279,80157.03745
SLC35A3,0.854987317,0.27258274,0.503630253,221795.0185,129759.5803
RCOR3,0.965950016,0.806339275,0.899362778,172327.6148,101725.638
STMN1,0.908524326,0.499113867,0.698907377,761916.0272,704609.0075
MAN1C1,1.170068239,0.269680427,0.500486135,54201.63646,42346.19343
NEK2,0.899679017,0.457521199,0.669042431,185540.6348,156235.8357
RPS6KA1,0.565181747,0.000102153,0.015663881,227681.3444,108068.3377
DHDDS,1.617715118,0.000818851,0.033556237,180418.4436,85649.52227
NENF,0.665689727,0.004941627,0.068429932,1462441.382,1183267.987
NSL1,0.789016013,0.095912537,0.287571095,179323.2793,62994.5775
PROX1,1.243551434,0.127957052,0.334849977,10217.57908,18972.59359
ARID1A,0.771040711,0.067697055,0.242270484,379486.9789,129150.6169
CENPF,0.717263316,0.020404928,0.132528172,218948.751,201814.6127
RPA2,0.832525944,0.196497712,0.419766892,582916.068,185043.4925
PPP1R8,0.861212445,0.290927075,0.520114968,399857.0297,98158.75996
STX12,1.293759407,0.074598181,0.255617181,379653.2683,131301.4875
MTARC2,1.230134577,0.148752155,0.361885895,180632.4611,107506.6427
OSBPL9,1.081024288,0.583140597,0.760337935,214997.2058,88782.57712
POLR1G,0.918925279,0.551116466,0.737700321,50632.34439,29528.93483
RCN2,1.27459115,0.08727481,0.276719943,153983.3346,80017.78342
CHRNB4,1.046895454,0.745485262,0.862886019,1650.972496,4652.338865
MUC5B,0.772713177,0.069867559,0.246247499,112128.0163,331784.3653
CTSD,0.664156583,0.004969043,0.068530006,7868197.686,8576383.364
COLEC11,1.308269542,0.059369559,0.224825751,9428.41434,45531.85666
STAG1,1.366458999,0.029579293,0.159824429,122613.1175,53602.58881
A4GNT,1.316458534,0.057019365,0.220366721,858.9195357,1500.833496
STK11,0.708189856,0.01700259,0.121767957,146661.453,71333.62806
KMT2A,1.572533949,0.001960823,0.046479195,101697.4104,55886.61232
TREH,1.295652386,0.068711859,0.24416745,1780.593767,3510.996386
IFT46,0.906652824,0.488192925,0.692407388,204382.7327,106320.8382
MMP8,0.912254426,0.518397426,0.714776012,2786.48749,8829.759841
APOA1,0.658593602,0.00401959,0.062995167,16889.55062,324233.8351
SLC8A2,1.131111678,0.383080571,0.605943214,7168.10647,28906.15714
KPTN,0.692362332,0.011322501,0.100056809,119482.865,73047.28152
RPS25,0.988896607,0.93811815,0.97005477,6702566.934,3637710.988
KIF14,0.837462733,0.211610893,0.437667081,38077.79933,39898.59134
TNNT2,1.299721706,0.064844116,0.236043518,6226.226188,29025.82574
CAMSAP2,1.150719913,0.327233879,0.554984619,211830.481,97383.92381
ATF6,0.988599721,0.93536922,0.96911883,324758.0057,127917.7531
MREG,0.80894656,0.134972106,0.344124372,363051.8409,205901.1524
FASTKD2,1.187841819,0.228489299,0.456794655,136454.1592,43621.37739
NRP2,1.271230422,0.092188352,0.282572259,104522.4972,87447.8432
CREB1,1.10652736,0.479164324,0.685516866,139332.6465,45058.59537
KLF7,1.453279098,0.010926747,0.098137776,88419.48444,54663.22126
TTR,0.816738798,0.153813723,0.36784453,3616.038748,69798.5389
B4GALT6,1.345081331,0.039482238,0.184748288,17943.81571,15171.84373
C1orf54,0.853864269,0.265176159,0.494861777,134730.628,82204.06466
CA14,1.101810095,0.493247859,0.695723562,12123.67432,20951.83727
CFAP94,0.765037132,0.059366409,0.224825751,24027.71199,25542.70025
IRAG2,1.029883467,0.837591013,0.917624779,27996.55313,111338.6852
ATP10B,1.16578803,0.281373121,0.512277057,1365.650631,3563.40537
SPCS2,0.916053402,0.536777709,0.727420819,391018.5093,348719.2502
ELOVL4,1.503285058,0.004726831,0.067150802,23740.40276,59368.72589
CASP8AP2,1.377298554,0.027687976,0.154539022,78902.42753,52043.45492
HMGN3,1.084407946,0.567558758,0.748796009,1176387.707,622991.6913
CNR1,1.122382718,0.419932678,0.636560018,12192.30264,36232.28387
PHF3,1.306323441,0.062594012,0.231335679,239783.7704,113378.2446
ADGB,0.861873733,0.294707558,0.524314889,488.1613737,1843.170382
PLAGL1,1.31502408,0.057274314,0.220928265,44606.24377,49173.89283
TNFAIP3,0.88655739,0.399191818,0.619569892,185489.1153,155855.9289
AKAP7,1.097218375,0.519866263,0.715630068,39212.10018,25898.52299
RAB32,1.290534495,0.072732813,0.252083422,419651.9104,236410.736
MYB,0.77572651,0.074634646,0.25566966,374041.1448,301597.5833
ALDH8A1,1.144453942,0.341673256,0.567883584,7057.197858,9825.790926
SGK1,1.054222207,0.711625536,0.84358208,155971.2299,150186.1795
RNF146,1.442587984,0.011115681,0.099328145,238398.9831,78668.05337
ARG1,1.274069807,0.09062787,0.280707229,4247.205949,50503.08638
CCN2,1.225902895,0.153020028,0.36732707,3683765.23,4083039.318
TCF21,1.618995022,0.000909211,0.035342295,577.3730412,9483.427445
PMFBP1,0.980526104,0.890245656,0.945265664,2005.348136,2141.6387
FBXL5,1.408831965,0.017218964,0.122380484,633535.4768,274173.1672
MED28,0.91270282,0.519636007,0.715630068,131934.0257,41166.20425
SLC16A7,1.182123048,0.245069113,0.473549655,21718.8588,55831.76275
RXYLT1,1.033023023,0.818993839,0.90600444,59020.33518,21770.39333
ZNF430,1.063190219,0.666393,0.81654419,42212.81607,16921.98414
VAMP8,0.824350464,0.176407052,0.39665971,3015089.84,1726868.757
DCLRE1B,0.77947892,0.079165135,0.263917455,84285.43233,62648.02629
MYL12B,0.80317912,0.123790539,0.329989817,5386177.441,2054134.478
FOXO3,1.272715505,0.095545039,0.287046261,303709.9341,192083.2813
GHRH,1.045211182,0.754384557,0.867556593,22518.61547,169759.1728
RPN2,0.982233869,0.89952549,0.949221407,3904376.049,2657235.043
TGIF2,0.972942279,0.846153695,0.923208666,269052.4582,163831.8048
CASQ2,1.180162414,0.245790912,0.47359999,27474.28597,142605.8428
PKD2,1.271835991,0.093601909,0.284576135,133859.0245,88659.42818
ABCG2,1.342589661,0.040860701,0.187819398,24338.10506,35357.96088
SPP1,0.821700857,0.170726648,0.390596982,2579637.941,4004430.988
STBD1,1.463076882,0.007595902,0.083396297,25429.30522,29612.42936
CCNI,1.121784889,0.420151843,0.63667057,2903338.009,1004031.369
RARRES1,1.071445211,0.628974371,0.789909741,655497.4829,2189210.802
MFSD1,1.207035114,0.184599921,0.406045931,392535.7907,134433.1224
RAB3GAP2,1.145413198,0.337054094,0.563886927,166651.9213,69955.34176
EEF2KMT,0.896655452,0.442511805,0.654936976,91239.05791,38588.37507
PPL,1.299353793,0.066074213,0.238795563,245424.201,188385.1496
UBN1,0.914450432,0.529827661,0.723081282,251399.4275,86774.57298
KLF12,1.178032511,0.249960467,0.477279084,47872.28581,32013.36587
UCHL3,0.921694015,0.566698247,0.748150606,100296.6948,65531.54481
PCDH17,0.994632536,0.969787632,0.985272937,32295.2026,21136.75995
HS1BP3,0.872060742,0.338594245,0.56527186,90212.61459,35689.25834
LDAH,0.975472606,0.860498973,0.930161061,84393.03599,36602.5111
CCND2,1.01013227,0.943379559,0.973579946,144782.6638,262526.6042
ELL2,1.271346668,0.090431109,0.280707229,202596.6184,141698.8469
DNAH7,0.938492093,0.653511949,0.806434691,4464.65252,5996.022839
CYP20A1,1.599442305,0.001559422,0.042459129,72008.29214,23111.39187
NDUFB3,0.823231781,0.17224143,0.392428693,707604.293,287659.9933
GTF3C3,1.236597574,0.136316013,0.345839303,129395.1267,45041.8252
SATB2,1.585995392,0.001387866,0.041314994,15280.62245,21807.41574
UBE2B,1.423357866,0.014202292,0.111778323,450225.0431,169539.1098
TRPM6,1.109406593,0.465833292,0.675477829,3044.048664,5467.217266
KLF9,1.369578688,0.028919797,0.158180596,269367.0687,231278.7964
TJP2,1.462108701,0.007997198,0.084582793,252284.0117,119000.3839
ITGB1BP1,1.640231011,0.000622877,0.030213282,163600.3333,123308.5215
PIGZ,1.189400827,0.220551214,0.44878701,51679.39785,33408.48235
SENP5,1.168563283,0.27083259,0.501727084,136892.1145,57559.69074
CCDC92,0.896448231,0.440293448,0.653569404,131322.005,48537.15768
HEATR1,0.941336399,0.66860992,0.81819702,171471.6361,94135.42463
PTBP3,0.869809039,0.324816145,0.552439274,460291.9654,219667.1619
RAD23B,1.039343993,0.784938851,0.886419969,1227584.549,394342.3138
FKBP15,0.806681697,0.136895218,0.346726647,132885.1992,32738.16804
CTNNAL1,1.293068862,0.072151922,0.250717042,180206.7741,128688.6442
ABITRAM,1.060484915,0.680644015,0.824636457,187568.8881,68067.91771
SET,0.801094654,0.120878136,0.325081795,2019094.928,668945.6228
PTPA,1.008721892,0.95130008,0.976815276,949457.5772,403836.3423
GLE1,0.898784673,0.452445714,0.664001963,394396.4528,135589.499
RAB14,1.196669068,0.207942843,0.433044105,823301.3494,248322.7899
CNTRL,0.842277621,0.224746738,0.453598066,68069.96364,30819.44502
TRIM32,0.996516136,0.980326815,0.990556612,151932.5993,49382.22184
FBXW2,1.21718892,0.166919277,0.385627246,196426.3142,65768.14376
BSPRY,0.830542253,0.191026442,0.412968287,531238.362,354625.7523
PPP6C,1.30289793,0.065633929,0.237496108,504257.4149,226052.2361
NDUFA8,0.826474412,0.184460214,0.405886335,1232728.452,585238.0129
HDHD3,0.833173892,0.20121746,0.425265363,329831.1413,181293.5338
HSDL2,1.333532826,0.044031827,0.194551941,429564.8672,303063.2004
MAPKAP1,1.123716473,0.415336411,0.63332516,305547.8022,90339.36549
NR4A3,0.936332819,0.644897301,0.801065163,34251.25653,76329.19694
INVS,1.566442928,0.001833302,0.045322667,46084.13041,19732.35918
GALNT12,1.244724869,0.124753224,0.33100886,27714.14555,64360.09857
DENND1A,0.941820464,0.672689462,0.819922773,78229.34337,22891.98005
CSF3R,0.729316365,0.027458043,0.154104123,79330.42252,102584.2562
KDSR,1.195201194,0.219305518,0.447182721,206597.2152,75275.8447
VPS4B,1.34277398,0.041166525,0.188437001,413894.2424,153883.4171
ONECUT2,1.069911829,0.632241218,0.792366171,5404.95823,14828.85171
YLPM1,1.220113463,0.162145179,0.380387775,140139.9596,46890.17911
DCAF4,0.944449624,0.685901003,0.827743309,79950.57189,41045.21035
FCF1,1.366410901,0.029311291,0.158756362,214721.5407,58383.10291
PGF,0.996225388,0.978631747,0.989726526,43312.54015,48848.80183
